,PSS_SCHOOL_ID,PSS_INST,LOGRADE,HIGRADE,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15,FULL_ADDRESS,COORDINATE,DISTRICTS
44,A0100495,CARDEN CHRISTIAN ACADEMY CENTRAL,3,13,2727 N SWAN RD,TUCSON,4019,19,AZ,4,85712,5203183824,178.0,6.0,No,,,12.0,7.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,,,,,52.0,52.0,2.0,1.0,21.0,13.0,15.0,0.0,0.0,6.3,11,1,1,1,2,1,3.84,1.92,40.38,25.0,28.84,0.0,0.0,8.25,29,PIMA,Other special emphasis association(s),,,,,,,,,,,,,,,"2727 N SWAN RD,TUCSON,AZ",POINT (-110.8929095 32.2573977),['Tucson Unified District']
45,A2100163,CAREFREE CHRISTIAN ACADEMY,12,17,5025 E CAREFREE HWY,CAVE CREEK,4013,13,AZ,4,85331,4805530856,180.0,7.5,No,,,,,,,,,,2.0,10.0,13.0,9.0,6.0,3.0,43.0,43.0,2.0,3.0,4.0,1.0,32.0,1.0,0.0,6.0,11,1,1,2,2,1,4.65,6.97,9.3,2.32,74.41,2.32,0.0,7.16,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"5025 E CAREFREE HWY,CAVE CREEK,AZ",POINT (-111.9727811 33.7969682),['Cave Creek Unified District']
46,A1390008,CASA DEL NINO BILINGUAL MONTESSORI SCHOOL,2,6,2625 W QUEEN CREEK RD STE 6,CHANDLER,4013,13,AZ,4,85248,4809632550,180.0,6.0,No,,40.0,6.0,2.0,,,,,,,,,,,,48.0,8.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,11,1,2,1,3,1,0.0,12.5,50.0,12.5,25.0,0.0,0.0,4.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2625 W QUEEN CREEK RD STE 6,CHANDLER,AZ",POINT (-111.8856903 33.2606335),['Chandler Unified District']
47,A9500061,CASA NINOS SCHOOL OF MONTESSORI - EAST CAMPUS,1,1,8655 E BROADWAY BLVD,TUCSON,4019,19,AZ,4,85710,5207511454,217.0,7.5,Yes,22.0,,,,,,,,,,,,,,,22.0,22.0,1.0,0.0,5.0,4.0,12.0,0.0,0.0,3.0,11,1,2,3,3,1,4.54,0.0,22.72,18.18,54.54,0.0,0.0,7.33,30,PIMA,Other Montessori association(s),Other school association(s),,,,,,,,,,,,,,"8655 E BROADWAY BLVD,TUCSON,AZ",POINT (-110.8083378 32.2214358),['Tucson Unified District']
48,2004105,CASAS CHRISTIAN SCHOOL,3,13,10801 N LA CHOLLA BLVD,ORO VALLEY,4019,19,AZ,4,85742,5202970922,190.0,7.0,Yes,,,55.0,40.0,40.0,40.0,44.0,44.0,42.0,42.0,30.0,,,,,377.0,377.0,5.0,4.0,56.0,21.0,222.0,0.0,69.0,21.8,41,1,1,1,2,4,1.32,1.06,14.85,5.57,58.88,0.0,18.3,17.29,8,PIMA,Other religious school association(s),,,,,,,,,,,,,,,"10801 N LA CHOLLA BLVD,ORO VALLEY,AZ",POINT (-111.0164114 32.4026705),['Amphitheater Unified District']
49,A0970018,CASITA DAYCARE & PRESCHOOL,6,11,1440 W AJO WAY,TUCSON,4019,19,AZ,4,85713,5203589582,252.0,9.05,No,15.0,,,24.0,24.0,26.0,35.0,35.0,60.0,,,,,,,219.0,219.0,0.0,0.0,160.0,9.0,50.0,0.0,0.0,19.9,11,1,-1,1,3,1,0.0,0.0,73.05,4.1,22.83,0.0,0.0,11.0,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1440 W AJO WAY,TUCSON,AZ",POINT (-110.9956838 32.1786547),['Tucson Unified District']
50,1610059,CASTLEHILL COUNTRY DAY SCHOOL,2,10,3225 N CRAYCROFT RD,TUCSON,4019,19,AZ,4,85712,5207950008,174.0,6.5,Yes,,40.0,17.0,18.0,16.0,17.0,15.0,16.0,,,,,,,,139.0,99.0,1.0,13.0,4.0,0.0,70.0,0.0,11.0,15.0,11,1,1,1,3,1,1.01,13.13,4.04,0.0,70.7,0.0,11.11,6.6,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3225 N CRAYCROFT RD,TUCSON,AZ",POINT (-110.8757099 32.2668365),['Tucson Unified District']
51,A1970246,CEDAR TREE MONTESSORI INC,2,4,129 N PLEASANT ST,PRESCOTT,4025,25,AZ,4,86301,9287718785,239.0,6.0,No,,40.0,4.0,,,,,,,,,,,,,44.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,13,1,2,1,3,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,30,YAVAPAI,American Montessori Society (AMS),,,,,,,,,,,,,,,"129 N PLEASANT ST,PRESCOTT,AZ",POINT (-112.4642612 34.5430314),['Prescott Unified District']
52,A0900119,CENTENNIAL ACADEMY,15,17,PO BOX 188,COLORADO CITY,4015,15,AZ,4,86021,9288752203,125.0,6.66,Yes,,,,,,,,,,,,,41.0,32.0,35.0,108.0,108.0,6.0,0.0,0.0,0.0,102.0,0.0,0.0,27.6,32,1,1,2,2,3,5.55,0.0,0.0,0.0,94.44,0.0,0.0,3.91,19,MOHAVE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 188,COLORADO CITY,AZ",POINT (-112.9757702 36.9902621),['Colorado City Unified District']
53,A1970247,CHANDLER JEWISH PRESCHOOL / KINDERGARTEN,2,3,875 N MCCLINTOCK DR,CHANDLER,4013,13,AZ,4,85226,4808554333,165.0,6.0,No,,25.0,8.0,,,,,,,,,,,,,33.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,11,1,7,1,2,1,0.0,0.0,0.0,12.5,87.5,0.0,0.0,8.0,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"875 N MCCLINTOCK DR,CHANDLER,AZ",POINT (-111.9104876 33.3181139),"['Tempe Union High School District', 'Kyrene Elementary District']"
54,A0507016,CHAPARRAL CHRISTIA COMMUNITY SCHOOLS,2,11,6451 E SHEA BLVD,SCOTTSDALE,4013,13,AZ,4,85254,4809916440,177.0,6.0,Yes,,86.0,7.0,5.0,2.0,6.0,1.0,3.0,1.0,,,,,,,111.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.4,12,1,6,1,2,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.41,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6451 E SHEA BLVD,SCOTTSDALE,AZ",POINT (-111.9413242 33.5809518),['Scottsdale Unified District']
55,BB220002,CHEDER LUBAVITCH ARIZONA,6,14,2118 E LINCOLN DR,PHOENIX,4013,13,AZ,4,85016,6024220341,165.0,8.25,Yes,,,,13.0,16.0,21.0,19.0,17.0,6.0,19.0,,17.0,,,,128.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,15.6,11,1,1,3,2,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.2,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2118 E LINCOLN DR,PHOENIX,AZ",POINT (-112.0352838 33.5389278),['Madison Elementary District']
56,A9703814,CHILDREN'S CENTER FOR NEURODEVELOPMENTAL STUDIES,2,17,5430 W GLENN DR,GLENDALE,4013,13,AZ,4,85301,6235126211,180.0,5.76,No,,3.0,,3.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,51.0,48.0,1.0,3.0,11.0,6.0,24.0,0.0,3.0,9.0,21,1,4,3,3,2,2.08,6.25,22.91,12.5,50.0,0.0,6.25,5.33,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"5430 W GLENN DR,GLENDALE,AZ",POINT (-112.1758558 33.5401659),['Glendale Elementary District']
57,A1100028,CHRIST CHURCH SCHOOL,2,8,4015 E LINCOLN DR,PARADISE VALLEY,4013,13,AZ,4,85253,6023819906,172.0,7.0,Yes,,125.0,15.0,10.0,8.0,6.0,,,,,,,,,,164.0,39.0,0.0,1.0,0.0,1.0,37.0,0.0,0.0,5.6,21,1,1,1,2,2,0.0,2.56,0.0,2.56,94.87,0.0,0.0,6.96,14,MARICOPA,National Association of Episcopal Schools (NAES),,,,,,,,,,,,,,,"4015 E LINCOLN DR,PARADISE VALLEY,AZ",POINT (-111.9941214 33.531325),['Scottsdale Unified District']
58,31844,CHRIST LUTHERAN SCHOOL,2,13,3901 E INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85018,6029577010,176.0,6.83,No,,112.0,54.0,50.0,47.0,54.0,57.0,40.0,55.0,55.0,42.0,,,,,566.0,454.0,1.0,7.0,12.0,3.0,389.0,0.0,42.0,34.1,11,1,1,1,2,1,0.22,1.54,2.64,0.66,85.68,0.0,9.25,13.31,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3901 E INDIAN SCHOOL RD,PHOENIX,AZ",POINT (-111.9971376 33.494727),['Creighton Elementary District']
59,A2100165,CHRIST LUTHERAN VAIL EC AND EDU CREATION SCHOOL,2,10,14600 E COLOSSAL CAVE RD,VAIL,4019,19,AZ,4,85641,5204687075,181.0,6.5,Yes,1.0,30.0,9.0,19.0,6.0,6.0,7.0,1.0,,,,,,,,79.0,49.0,0.0,3.0,13.0,3.0,30.0,0.0,0.0,7.3,41,1,1,1,2,4,0.0,6.12,26.53,6.12,61.22,0.0,0.0,6.71,20,PIMA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,,"14600 E COLOSSAL CAVE RD,VAIL,AZ",POINT (-110.682613 32.0531436),['Vail Unified District']
60,A9900116,CHRIST THE KING SCHOOL,2,13,1551 E DANA AVE,MESA,4013,13,AZ,4,85204,4808444480,180.0,7.25,Yes,,12.0,24.0,27.0,24.0,21.0,18.0,29.0,24.0,18.0,16.0,,,,,213.0,201.0,1.0,8.0,93.0,7.0,74.0,6.0,12.0,15.0,11,1,1,1,1,1,0.49,3.98,46.26,3.48,36.81,2.98,5.97,13.4,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1551 E DANA AVE,MESA,AZ",POINT (-111.7971975 33.4122443),['Mesa Unified District']
61,K9300074,CHRIST'S GREENFIELD LUTHERAN SCHOOL,2,13,425 N GREENFIELD RD,GILBERT,4013,13,AZ,4,85234,4808928314,175.0,7.0,No,68.0,81.0,43.0,26.0,36.0,20.0,29.0,17.0,26.0,30.0,22.0,,,,,398.0,317.0,0.0,3.0,52.0,5.0,227.0,0.0,30.0,25.6,21,1,1,1,2,2,0.0,0.94,16.4,1.57,71.6,0.0,9.46,12.38,20,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,,"425 N GREENFIELD RD,GILBERT,AZ",POINT (-111.7372679 33.3580549),['Gilbert Unified District']
62,A1390009,CHRYSALIS ACAD DAY SCHOOL FOR CHILDREN WITH AUTISM,1,1,1250 N 77TH ST,SCOTTSDALE,4013,13,AZ,4,85257,4808396000,209.0,5.75,No,35.0,,,,,,,,,,,,,,,35.0,35.0,1.0,1.0,4.0,3.0,25.0,0.0,1.0,4.0,12,1,4,3,3,1,2.85,2.85,11.42,8.57,71.42,0.0,2.85,8.75,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1250 N 77TH ST,SCOTTSDALE,AZ",POINT (-111.9141025 33.4623937),['Scottsdale Unified District']
63,A1900102,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180.0,6.5,Yes,,,,,1.0,2.0,2.0,4.0,,5.0,1.0,,,,,15.0,15.0,0.0,0.0,6.0,1.0,5.0,0.0,3.0,1.0,32,1,1,1,2,3,0.0,0.0,40.0,6.66,33.33,0.0,20.0,15.0,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,,"PO BOX 4146,BISBEE,AZ",POINT (-109.9284084 31.4481547),['Bisbee Unified District']
64,A2190028,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180.0,7.0,No,,,,,1.0,2.0,2.0,4.0,,5.0,1.0,,,,,15.0,15.0,0.0,0.0,7.0,1.0,4.0,0.0,3.0,1.0,32,1,1,1,2,3,0.0,0.0,46.66,6.66,26.66,0.0,20.0,15.0,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,,"PO BOX 4146,BISBEE,AZ",POINT (-109.9284084 31.4481547),['Bisbee Unified District']
65,A0100489,COMMUNITY MONTESSORI SCHOOL,2,3,3737 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,6029539532,220.0,6.0,No,,27.0,5.0,,,,,,,,,,,,,32.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.6,11,1,2,1,3,1,0.0,20.0,0.0,40.0,40.0,0.0,0.0,1.92,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,,"3737 E SHEA BLVD,PHOENIX,AZ",POINT (-112.0004325 33.5822601),['Paradise Valley Unified District']
66,A1970250,COMMUNITY MONTESSORI SCHOOL OF BISBEE,2,8,1900 S NACO HWY,BISBEE,4003,3,AZ,4,85603,5204328075,180.0,7.0,No,,6.0,6.0,4.0,6.0,1.0,,,,,,,,,,23.0,17.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,2.9,41,1,2,1,3,4,0.0,17.64,0.0,0.0,82.35,0.0,0.0,5.86,30,COCHISE,American Montessori Society (AMS),Association Montessori International (AMI),,,,,,,,,,,,,,"1900 S NACO HWY,BISBEE,AZ",POINT (-109.9243246 31.3852819),['Bisbee Unified District']
67,A0507024,COVENANT CHILD CARE CENTER,2,3,PO BOX 80847,PHOENIX,4013,13,AZ,4,85060,6029555728,180.0,5.5,No,,33.0,8.0,,,,,,,,,,,,,41.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,11,1,7,1,2,1,0.0,0.0,0.0,12.5,87.5,0.0,0.0,8.0,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 80847,PHOENIX,AZ",POINT (-112.0740373 33.4483771),"['Phoenix Union High School District', 'Phoenix Elementary District']"
68,A1700056,CREO MONTESSORI SCHOOL,2,14,1475 S HIGLEY RD,GILBERT,4013,13,AZ,4,85296,4802080256,180.0,7.83,No,,64.0,30.0,22.0,22.0,22.0,15.0,12.0,18.0,4.0,4.0,4.0,,,,217.0,153.0,0.0,14.0,14.0,12.0,104.0,0.0,9.0,15.0,21,1,2,3,3,2,0.0,9.15,9.15,7.84,67.97,0.0,5.88,10.2,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,,"1475 S HIGLEY RD,GILBERT,AZ",POINT (-111.7189378 33.3237037),['Higley Unified District']
69,A0900158,CROSS CHRISTIAN ACADEMY,3,10,17475 W BELL RD,SURPRISE,4013,13,AZ,4,85374,6235562230,180.0,7.08,Yes,,,10.0,7.0,16.0,10.0,14.0,8.0,,,,,,,,65.0,65.0,1.0,1.0,19.0,4.0,38.0,0.0,2.0,5.0,21,1,1,1,2,2,1.53,1.53,29.23,6.15,58.46,0.0,3.07,13.0,5,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"17475 W BELL RD,SURPRISE,AZ",POINT (-112.4338516 33.6376956),['Dysart Unified District']
70,A0700041,CROSS OF GLORY LUTHERAN SCHOOL,2,13,10111 W JOMAX RD,PEORIA,4013,13,AZ,4,85383,6232248841,175.0,7.0,No,,51.0,15.0,10.0,11.0,10.0,9.0,9.0,5.0,2.0,3.0,,,,,125.0,74.0,0.0,0.0,1.0,4.0,69.0,0.0,0.0,5.6,21,1,1,1,2,2,0.0,0.0,1.35,5.4,93.24,0.0,0.0,13.21,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"10111 W JOMAX RD,PEORIA,AZ",POINT (-112.2783011 33.7240084),['Peoria Unified School District']
71,K9500018,CROSS ROADS PRESCHOOL & KINDERGARTEN,2,4,7901 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85020,6023710741,147.0,4.0,No,,86.0,22.0,,,,,,,,,,,,,108.0,22.0,,,,,,,,14.4,11,1,7,1,3,1,,,,,,,,1.52,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7901 N CENTRAL AVE,PHOENIX,AZ",POINT (-112.0728792 33.5519733),"['Phoenix Union High School District', 'Madison Elementary District']"
72,A9500076,DAYSPRING PRESCHOOL & KINDERGARTEN,2,3,1365 E ELLIOT RD,TEMPE,4013,13,AZ,4,85284,4808389097,165.0,5.75,No,,97.0,19.0,,,,,,,,,,,,,116.0,19.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,12,1,7,1,3,1,5.26,0.0,0.0,5.26,89.47,0.0,0.0,9.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1365 E ELLIOT RD,TEMPE,AZ",POINT (-111.916321 33.3482781),"['Tempe Union High School District', 'Kyrene Elementary District']"
73,A0304003,DESERT CHRISTIAN SCHOOL,2,17,7525 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85710,5209015499,177.0,7.16,Yes,,50.0,30.0,20.0,31.0,24.0,23.0,29.0,22.0,34.0,50.0,44.0,43.0,39.0,36.0,475.0,425.0,2.0,12.0,44.0,9.0,358.0,0.0,0.0,56.0,11,1,1,3,2,1,0.47,2.82,10.35,2.11,84.23,0.0,0.0,7.58,8,PIMA,Association of Christian Schools International (ACSI),Christian Schools International (CSI),Other special emphasis association(s),,,,,,,,,,,,,"7525 E SPEEDWAY BLVD,TUCSON,AZ",POINT (-110.831287 32.2363466),['Tucson Unified District']
74,A1900103,DESERT CHRISTIAN SCHOOLS PK12,2,17,9415 E WRIGHTSTOWN RD,TUCSON,4019,19,AZ,4,85715,5209015499,175.0,6.5,Yes,,45.0,30.0,20.0,31.0,24.0,23.0,29.0,22.0,34.0,50.0,47.0,43.0,40.0,36.0,474.0,429.0,3.0,14.0,67.0,14.0,325.0,0.0,6.0,23.8,11,1,1,3,2,1,0.69,3.26,15.61,3.26,75.75,0.0,1.39,18.02,8,PIMA,Association of Christian Schools International (ACSI),Christian Schools International (CSI),,,,,,,,,,,,,,"9415 E WRIGHTSTOWN RD,TUCSON,AZ",POINT (-110.7910255 32.2439888),['Tucson Unified District']
75,A0100502,DESERT GARDEN MONTESSORI,2,17,5130 E WARNER RD,PHOENIX,4013,13,AZ,4,85044,4804969833,180.0,7.75,No,,149.0,29.0,19.0,23.0,20.0,19.0,15.0,8.0,15.0,10.0,6.0,3.0,9.0,2.0,327.0,178.0,10.0,6.0,28.0,7.0,93.0,5.0,29.0,43.4,11,1,2,3,3,1,5.61,3.37,15.73,3.93,52.24,2.8,16.29,4.1,30,MARICOPA,American Montessori Society (AMS),Other Montessori association(s),Other special emphasis association(s),,,,,,,,,,,,,"5130 E WARNER RD,PHOENIX,AZ",POINT (-111.9752303 33.3348657),['Kyrene Elementary District']
76,A2100170,DESERT JEWISH ACADEMY,3,11,3400 N DOBSON RD,CHANDLER,4013,13,AZ,4,85224,4803900971,180.0,6.5,No,,,3.0,3.0,4.0,2.0,5.0,12.0,3.0,,,,,,,32.0,32.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,4.8,11,1,1,1,2,1,0.0,3.12,0.0,0.0,96.87,0.0,0.0,6.66,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3400 N DOBSON RD,CHANDLER,AZ",POINT (-111.877663 33.355182),['Mesa Unified District']
77,A9500079,DESERT SHADOWS MONTESSORI,2,3,6709 E UNIVERSITY DR,MESA,4013,13,AZ,4,85205,4808305887,215.0,7.0,No,31.0,27.0,4.0,,,,,,,,,,,,,62.0,35.0,0.0,0.0,0.0,7.0,28.0,0.0,0.0,1.0,21,1,2,1,3,2,0.0,0.0,0.0,20.0,80.0,0.0,0.0,35.0,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,,"6709 E UNIVERSITY DR,MESA,AZ",POINT (-111.6870109 33.4226401),['Mesa Unified District']
78,A0100504,DESERT SKY MONTESSORI,2,3,12850 N SCOTTSDALE RD,SCOTTSDALE,4013,13,AZ,4,85254,4809987019,195.0,6.0,Yes,,31.0,5.0,,,,,,,,,,,,,36.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.6,11,1,2,1,3,1,0.0,60.0,0.0,0.0,40.0,0.0,0.0,1.38,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,,"12850 N SCOTTSDALE RD,SCOTTSDALE,AZ",POINT (-111.926283 33.6036394),['Paradise Valley Unified District']
79,A9703834,DESERT SUN CHILD DEVELOPMENT CENTER,2,3,1512 W ELLIOT RD,CHANDLER,4013,13,AZ,4,85224,4808311718,198.0,5.0,Yes,,62.0,19.0,,,,,,,,,,,,,81.0,19.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,2.0,11,1,7,1,3,1,0.0,5.26,10.52,0.0,84.21,0.0,0.0,9.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1512 W ELLIOT RD,CHANDLER,AZ",POINT (-111.8680023 33.3503336),['Mesa Unified District']
80,A2100171,DESERT VIEW LEARNING CENTER,3,9,4027 E LINCOLN DR,PARADISE VALLEY,4013,13,AZ,4,85253,6028408950,166.0,6.0,No,,,21.0,22.0,20.0,10.0,10.0,,,,,,,,,83.0,83.0,0.0,0.0,3.0,0.0,78.0,0.0,2.0,8.9,21,1,1,1,3,2,0.0,0.0,3.61,0.0,93.97,0.0,2.4,9.32,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"4027 E LINCOLN DR,PARADISE VALLEY,AZ",POINT (-111.9927664 33.5308945),['Scottsdale Unified District']
81,A0100508,DESERT VOICES ORAL LEARNING CENTER,2,3,3426 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,6022240598,183.0,6.5,Yes,,14.0,2.0,,,,,,,,,,,,,16.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3,11,1,4,1,3,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.53,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3426 E SHEA BLVD,PHOENIX,AZ",POINT (-112.0068833 33.5831177),['Paradise Valley Unified District']
82,A0500067,DYNAMITE MONTESSORI,2,9,29210 N 59TH ST,CAVE CREEK,4013,13,AZ,4,85331,4805635710,210.0,8.0,Yes,,80.0,10.0,10.0,10.0,8.0,1.0,,,,,,,,,119.0,39.0,2.0,3.0,10.0,1.0,13.0,0.0,10.0,13.3,21,3,2,1,3,2,5.12,7.69,25.64,2.56,33.33,0.0,25.64,2.93,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,,"29210 N 59TH ST,CAVE CREEK,AZ",POINT (-111.9546198 33.7504752),['Cave Creek Unified District']
83,32065,EAST FORK LUTHERAN SCHOOL,3,13,PO BOX 489,WHITERIVER,4017,17,AZ,4,85941,9283384455,144.0,8.75,Yes,,,12.0,15.0,9.0,13.0,13.0,8.0,11.0,14.0,8.0,,,,,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41,1,1,1,2,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,22,NAVAJO,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 489,WHITERIVER,AZ",POINT (-109.9642664 33.8369944),['Whiteriver Unified District']
84,A2190029,EAST VALLEY ACTON ACADEMY,2,13,1125 E BLUE SPRUCE LN,GILBERT,4013,13,AZ,4,85298,4805783583,180.0,7.25,No,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,12.0,10.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,2.3,21,1,2,1,3,2,0.0,20.0,0.0,0.0,80.0,0.0,0.0,4.34,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1125 E BLUE SPRUCE LN,GILBERT,AZ",POINT (-111.7656105 33.2493058),['Chandler Unified District']
85,A0100517,EMMANUEL CHRISTIAN ACADEMY,2,13,3120 HUALAPAI MOUNTAIN RD,KINGMAN,4015,15,AZ,4,86401,9286814220,144.0,7.25,No,,14.0,31.0,44.0,27.0,32.0,19.0,12.0,10.0,13.0,5.0,,,,,207.0,193.0,2.0,10.0,23.0,7.0,150.0,1.0,0.0,18.1,33,1,1,1,2,3,1.03,5.18,11.91,3.62,77.72,0.51,0.0,10.66,8,MOHAVE,Association of Christian Schools International (ACSI),Other school association(s),,,,,,,,,,,,,,"3120 HUALAPAI MOUNTAIN RD,KINGMAN,AZ",POINT (-114.0063588 35.1853014),['Kingman Unified School District']
86,32076,EMMANUEL LUTHERAN SCHOOL,3,13,715 W SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4809673991,175.0,6.75,No,,,7.0,15.0,13.0,12.0,9.0,12.0,14.0,15.0,10.0,,,,,107.0,107.0,5.0,1.0,17.0,2.0,65.0,0.0,17.0,8.3,12,1,1,1,2,1,4.67,0.93,15.88,1.86,60.74,0.0,15.88,12.89,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"715 W SOUTHERN AVE,TEMPE,AZ",POINT (-111.9498075 33.392079),['Tempe School District']
87,33047,EMMAUS LUTHERAN SCHOOL,2,13,3841 W SWEETWATER AVE,PHOENIX,4013,13,AZ,4,85029,6028433853,173.0,6.75,Yes,,20.0,10.0,10.0,3.0,6.0,5.0,4.0,5.0,3.0,8.0,,,,,74.0,54.0,5.0,4.0,8.0,5.0,29.0,1.0,2.0,4.0,11,1,1,1,2,1,9.25,7.4,14.81,9.25,53.7,1.85,3.7,13.5,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3841 W SWEETWATER AVE,PHOENIX,AZ",POINT (-112.1419037 33.6031556),['Washington Elementary District']
